37486,12/13/2022,12/29/2022,12/13/2022,01/11/2023,30635,D-04011,POP In Ginger Honey Cytl 18gx30,940,940,59.358,55796.52,IM9HA8A,3,LOS ANGELES,"OCEAN, CIF"
39795,08/02/2024,11/29/2024,11/03/2024,12/06/2024,35093,D-04011,POP In Ginger Honey Cytl 18gx30,300,0,42.35,12705,IM9HA8A,1,LIVERMORE,"OCEAN, CIF"
40801,03/19/2025,07/24/2025,06/22/2025,07/31/2025,36807,D-04011,POP In Ginger Honey Cytl 18gx30,420,0,42.35,17787,IM9HA8A,1,LIVERMORE,"OCEAN, CIF"
36827,04/27/2022,09/02/2022,04/27/2022,01/10/2023,30647,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),7836,7836,6.775,53089.9,IM9SI1A,2,NEW JERSEY,OCEAN
36828,04/27/2022,09/05/2022,04/27/2022,02/13/2023,30738,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),7836,7836,6.421,50312.6,IM9SI1A,1,LIVERMORE,OCEAN
36834,04/27/2022,09/30/2022,04/27/2022,11/18/2022,30482,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),7500,7500,6.308,47306.7,IM9PT2A,2,NEW JERSEY,OCEAN
36838,04/28/2022,10/21/2022,04/28/2022,12/14/2022,30576,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),7500,7500,5.285,39636.8,IM9PT2A,1,LIVERMORE,OCEAN
36840,04/28/2022,09/23/2022,04/28/2022,01/16/2023,30653,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),7836,7836,6.764,53004.9,IM9SI1A,2,NEW JERSEY,OCEAN
36841,04/28/2022,10/23/2022,04/28/2022,11/02/2022,30424,F-04073,POP Ginger Chews Mango 8 oz,4356,4356,9.661,42085.1,IM9SI1A,1,LIVERMORE,OCEAN
36842,04/28/2022,10/25/2022,04/28/2022,03/07/2023,30817,F-04112,POP Ginger Chews Lemon 4 oz (12ct/cs),696,696,6.783,4720.97,IM9SI1A,2,NEW JERSEY,OCEAN
36842,04/28/2022,10/25/2022,04/28/2022,03/07/2023,30817,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),4740,4740,6.783,32151.42,IM9SI1A,2,NEW JERSEY,OCEAN
36933,05/27/2022,09/25/2022,05/27/2022,11/18/2022,30481,F-04075,POP Ginger Chews Blood Orange 8 oz,1550,1550,8.174,12669.7,IM9SI1A,1,LIVERMORE,OCEAN
36933,05/27/2022,09/25/2022,05/27/2022,11/18/2022,30481,F-04130,POP Ginger Chews Plus+ Original 3 oz,1440,1440,16.098,23181.12,IM9SI1A,1,LIVERMORE,OCEAN
36954,06/06/2022,11/30/2022,06/06/2022,12/16/2022,30586,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),7500,7500,5.266,39491.8,IM9PT2A,1,LIVERMORE,OCEAN
36956,06/06/2022,12/30/2022,06/06/2022,01/12/2023,30646,F-04070,POP Ginger Chews Original 8 oz,4230,4230,8.611,36423.8,IM9PT2A,2,NEW JERSEY,OCEAN
36960,06/06/2022,01/30/2023,06/06/2022,02/08/2023,30733,F-04070,POP Ginger Chews Original 8 oz,4230,4230,7.924,33516.5,IM9PT2A,1,LIVERMORE,OCEAN
36961,06/06/2022,02/05/2023,06/06/2022,02/03/2023,30719,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),7500,7500,5.212,39092.8,IM9PT2A,3,LOS ANGELES,OCEAN
36962,06/06/2022,02/10/2023,06/06/2022,02/06/2023,30720,F-04111,POP Ginger Chews Original 4 oz (12ct/cs),7500,7500,5.205,39039.3,IM9PT2A,1,LIVERMORE,OCEAN
36971,06/08/2022,11/25/2022,06/08/2022,12/13/2022,30577,F-04073,POP Ginger Chews Mango 8 oz,4356,4356,8.089,35235.68,IM9SI1A,1,LIVERMORE,OCEAN
36972,06/08/2022,12/25/2022,06/08/2022,03/07/2023,30816,F-04114,POP Ginger Chews Mango 4 oz (12ct/cs),7836,7836,6.405,50192.6,IM9SI1A,1,LIVERMORE,OCEAN
36973,06/08/2022,12/30/2022,06/08/2022,01/09/2023,30627,F-04073,POP Ginger Chews Mango 8 oz,4356,4356,8.608,37495.6,IM9SI1A,2,NEW JERSEY,OCEAN
36974,06/08/2022,01/25/2023,06/08/2022,01/20/2023,30663,F-04073,POP Ginger Chews Mango 8 oz,4356,4356,8.593,37431.11,IM9SI1A,2,NEW JERSEY,OCEAN
37194,08/29/2022,01/10/2023,08/29/2022,01/20/2023,30666,F-04075,POP Ginger Chews Blood Orange 8 oz,2607,2607,7.965,20765.5,IM9SI1A,1,LIVERMORE,OCEAN
37194,08/29/2022,01/10/2023,08/29/2022,01/20/2023,30666,F-04130,POP Ginger Chews Plus+ Original 3 oz,880,880,15.636,13759.68,IM9SI1A,1,LIVERMORE,OCEAN
37278,09/29/2022,12/05/2022,09/29/2022,12/12/2022,30560,F-04074,POP Ginger Chews Lychee 8 oz,4356,4356,8.032,34985.7,IM9SI1A,1,LIVERMORE,OCEAN
37403,11/11/2022,02/20/2023,02/20/2023,03/02/2023,30804,A-61117,AM GSG Candy 1 lb / Bag,450,450,59.815,26916.75,IM9GO3A,1,LIVERMORE,OCEAN
37403,11/11/2022,02/20/2023,02/20/2023,03/02/2023,30804,A-61150,AM GSG Candy 6 oz Bag,60,60,39.014,2340.84,IM9GO3A,1,LIVERMORE,OCEAN
37419,11/17/2022,01/20/2023,11/17/2022,01/31/2023,30696,F-04074,POP Ginger Chews Lychee 8 oz,4356,4356,7.911,34458.2,IM9SI1A,1,LIVERMORE,OCEAN
37473,12/09/2022,12/09/2022,12/23/2022,01/16/2023,30648,F-12122,Ferrero Rocher 12 Pcs,384,384,38.87,14926.08,DM9FE1A,3,LOS ANGELES,DELIVERY
37473,12/09/2022,12/09/2022,12/23/2022,01/16/2023,30648,F-12402,Ferrero Rocher 24 Pcs Diamond,270,270,45.17,12195.9,DM9FE1A,3,LOS ANGELES,DELIVERY
37485,03/19/2025,07/24/2025,06/22/2025,01/18/2023,30657,D-04033,POP In Ginger H Cytl w/Turmeric 18gx25,770,770,58.948,45389.96,IM9HA8A,2,LIVERMORE,"OCEAN, CIF"
37491,12/16/2022,12/30/2022,12/30/2022,02/06/2023,30714,F-12402,Ferrero Rocher 24 Pcs Diamond,1170,1170,45.17,52848.9,DM9FE1A,2,NEW JERSEY,DELIVERY
37491,12/16/2022,12/30/2022,12/30/2022,02/06/2023,30714,F-20141,Ferrero Coll. 24 pcs (w/Hazelnut)#20148,576,576,45.17,26017.92,DM9FE1A,2,NEW JERSEY,DELIVERY
37497,12/19/2022,12/19/2022,12/19/2022,01/04/2023,30624,T-31510,"Tiger Balm 18g, Ultra/St",4500,4500,29.43,132435,LC9T12A,3,LOS ANGELES,OCEAN
37497,12/19/2022,12/19/2022,12/19/2022,01/04/2023,30624,T-31541,"Tiger Balm 50g, Ultra/St",2100,2100,50.698,106465.8,LC9T12A,3,LOS ANGELES,OCEAN
37498,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30660,T-22010,"Tiger Balm 18g Red, Ext/St(MM)",2200,2200,24.815,54593,LC9T12A,1,LIVERMORE,OCEAN
37498,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30660,T-31510,"Tiger Balm 18g, Ultra/St",2000,2000,29.335,58670,LC9T12A,1,LIVERMORE,OCEAN
37498,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30660,T-31510R,"Tiger Balm 18g, Ultra/St - RFID",600,600,29.335,17601,LC9T12A,1,LIVERMORE,OCEAN
37498,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30660,T-31541,"Tiger Balm 50g, Ultra/St",1900,1900,50.57,96083,LC9T12A,1,LIVERMORE,OCEAN
37499,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30643,T-32300,Tiger Balm Patch - Large,2049,2049,31.427,64393.92,LC9T12A,2,NEW JERSEY,OCEAN
37499,12/19/2022,12/19/2022,12/19/2022,01/13/2023,30643,T-32300,Tiger Balm Patch - Large,6,6,2.619,15.71,LC9T12A,2,NEW JERSEY,OCEAN
37507,12/23/2022,12/23/2022,12/23/2022,01/20/2023,30662,T-32206,Tiger Balm Patch Warm (MM),179874,179874,1.882,338441.7,LC9T12A,2,NEW JERSEY,OCEAN
37508,12/23/2022,12/23/2022,12/23/2022,01/19/2023,30661,T-22010,"Tiger Balm 18g Red, Ext/St(MM)",7200,7200,24.81,178629,LC9T12A,2,NEW JERSEY,OCEAN
37508,12/23/2022,12/23/2022,12/23/2022,01/19/2023,30661,T-31510,"Tiger Balm 18g, Ultra/St",15980,15980,29.319,468515.5,LC9T12A,2,NEW JERSEY,OCEAN
37508,12/23/2022,12/23/2022,12/23/2022,01/19/2023,30661,T-31510R,"Tiger Balm 18g, Ultra/St - RFID",1920,1920,29.319,56292.48,LC9T12A,2,NEW JERSEY,OCEAN
37508,12/23/2022,12/23/2022,12/23/2022,01/19/2023,30661,T-31520,Tiger Balm Ultra 10g,9850,9850,17.337,170773,LC9T12A,2,NEW JERSEY,OCEAN
37509,12/23/2022,12/23/2022,12/23/2022,01/27/2023,30690,T-32202,Tiger Balm Single Patch 12ct/disp,15500,15500,5.512,85440.3,LC9T12A,3,LOS ANGELES,OCEAN
37511,12/27/2022,03/30/2023,12/27/2022,03/31/2023,30888,F-04117,POP Ginger Chews Blood Orange 4 oz (12ct/cs),7836,7836,6.605,51759.9,IM9SI1A,2,NEW JERSEY,OCEAN
37512,12/27/2022,03/30/2023,12/27/2022,03/22/2023,30848,F-04075,POP Ginger Chews Blood Orange 8 oz,3576,3576,7.856,28093.06,IM9SI1A,1,LIVERMORE,OCEAN
37527,01/03/2023,01/17/2023,01/17/2023,02/06/2023,30718,F-20141,Ferrero Coll. 24 pcs (w/Hazelnut)#20148,360,360,45.17,16261.2,DM9FE1A,3,LOS ANGELES,DELIVERY
37539,01/06/2023,01/31/2023,01/31/2023,02/06/2023,30715,F-12402,Ferrero Rocher 24 Pcs Diamond,1800,1800,45.17,81306,DM9FE1A,2,NEW JERSEY,DELIVERY
37543,01/10/2023,02/01/2023,01/10/2023,02/15/2023,30746,D-14200N,POP Organic Jasmine Tea 1.8gx100,177,177,52.477,9288.43,IM9WU1B,1,LIVERMORE,"OCEAN, CIF"
37544,03/19/2025,07/24/2025,06/22/2025,01/26/2023,30687,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,940,940,59.211,55658.34,IM9HA8A,3,LIVERMORE,"OCEAN, CIF"
37546,03/19/2025,07/24/2025,06/22/2025,02/28/2023,30777,D-04043,POP In Ginger H Cytl w/Lemon 18gx30,940,940,62.04,58317.6,IM9HA8A,2,LIVERMORE,"OCEAN, CIF"
37559,01/16/2023,02/21/2023,01/16/2023,03/03/2023,30808,D-13200N,POP Organic Green Tea 1.8gx100,100,100,46.76,4676,IM9WU1B,2,NEW JERSEY,"OCEAN, CIF"
37559,01/16/2023,02/21/2023,01/16/2023,03/03/2023,30808,D-13200N,POP Organic Green Tea 1.8gx100,250,250,46.76,11690,IM9WU1B,2,NEW JERSEY,"OCEAN, CIF"
37559,01/16/2023,02/21/2023,01/16/2023,03/03/2023,30808,D-14200N,POP Organic Jasmine Tea 1.8gx100,23,23,55.79,1283.17,IM9WU1B,2,NEW JERSEY,"OCEAN, CIF"
